;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
7364;19/20;Nolito;14.180153671552183;14.403297222866392;175.0;33;Forward;right;20.0;3.0;5.0;25.0;1216.0;0.0;0.0;2.0;0.0;0.0;11.0;4.0;3.0;1440000.0;1800000.0
7365;18/19;Nolito;14.403297222866392;14.808762330974558;175.0;32;Forward;right;17.0;3.0;5.0;31.0;963.0;0.0;0.0;2.3325;0.0;0.0;5.0;6.0;1.0;1800000.0;2700000.0
7366;17/18;Nolito;15.319587954740548;15.501909511534503;175.0;31;Forward;right;42.0;7.0;5.0;51.0;2128.0;0.0;0.0;1.725;0.0;0.0;16.0;19.0;4.0;4500000.0;5400000.0
7367;16/17;Nolito;16.195056692094447;16.600521800202614;175.0;30;Forward;right;30.0;5.0;6.0;40.0;1349.0;0.0;0.0;1.802;1.0;0.0;12.0;14.0;3.0;10800000.0;16200000.0
7368;19/20;Nordi Mukiele;16.70588231586044;16.929025867174648;187.0;22;Defender;right;28.0;2.0;3.0;35.0;2026.0;0.0;0.0;2.4499999999999997;0.0;0.0;6.0;5.0;3.0;18000000.0;22500000.0
7369;18/19;Nordi Mukiele;16.41820024340866;16.349207371921707;187.0;21;Defender;right;31.0;1.0;1.0;47.0;1901.0;0.0;0.0;1.92;0.0;0.0;11.0;9.0;4.0;13500000.0;12600000.0
7370;17/18;Nordi Mukiele;16.349207371921707;15.789591583986283;187.0;20;Defender;right;39.0;1.0;0.0;41.0;3321.0;0.0;0.0;1.6933333333333334;0.0;0.0;3.0;2.0;6.0;12600000.0;7200000.0
7371;16/17;Nordi Mukiele;14.115615150414612;14.115615150414612;187.0;19;Defender;right;37.0;1.0;0.0;39.0;3273.0;0.0;0.0;1.2133333333333332;0.0;0.0;4.0;1.0;3.0;1350000.0;1350000.0
7372;19/20;Nuri Sahin;13.892471599100402;14.115615150414612;180.0;31;Midfielder;left;17.0;4.0;0.0;27.0;1351.0;0.0;0.0;1.94;0.0;1.0;8.0;0.0;3.0;1080000.0;1350000.0
7373;18/19;Nuri Sahin;14.626440774180603;14.808762330974558;180.0;30;Midfielder;left;23.0;1.0;1.0;32.0;1742.0;0.0;0.0;2.175;0.0;1.0;14.0;1.0;5.0;2250000.0;2700000.0
7374;17/18;Nuri Sahin;15.214227439082721;15.319587954740548;180.0;29;Midfielder;left;25.0;3.0;2.0;48.0;1809.0;0.0;0.0;1.066;0.0;0.0;7.0;4.0;2.0;4050000.0;4500000.0
7375;16/17;Nuri Sahin;15.096444403426338;15.214227439082721;180.0;28;Midfielder;left;9.0;1.0;1.0;17.0;459.0;0.0;0.0;2.3333333333333335;0.0;0.0;6.0;2.0;1.0;3600000.0;4050000.0
7376;19/20;Nélson Semedo;17.175885945106174;17.399029496420383;177.0;26;Defender;right;29.0;5.0;0.0;33.0;2103.0;0.0;0.0;1.95;0.0;0.0;3.0;5.0;4.0;28800000.0;36000000.0
7377;18/19;Nélson Semedo;17.399029496420383;17.399029496420383;177.0;25;Defender;right;46.0;3.0;1.0;59.0;2886.0;0.0;0.0;2.385;0.0;0.0;10.0;12.0;9.0;36000000.0;36000000.0
7378;17/18;Nélson Semedo;17.111347423968603;17.111347423968603;177.0;24;Defender;right;36.0;2.0;0.0;47.0;2494.0;0.0;0.0;1.74;0.0;0.0;7.0;8.0;4.0;27000000.0;27000000.0
7379;16/17;Nélson Semedo;16.70588231586044;16.349207371921707;177.0;23;Defender;right;47.0;12.0;2.0;51.0;4217.0;0.0;0.0;2.56;0.0;0.0;2.0;0.0;8.0;18000000.0;12600000.0
7380;19/20;Néstor Araujo;15.414898134544874;15.65606019136176;188.0;28;Defender;right;27.0;1.0;1.0;27.0;2375.0;0.0;0.0;1.25;0.0;0.0;4.0;1.0;8.0;4950000.0;6300000.0
7381;18/19;Néstor Araujo;15.789591583986283;15.65606019136176;188.0;27;Defender;right;33.0;1.0;3.0;35.0;2771.0;0.0;0.0;1.0150000000000001;0.0;1.0;0.0;2.0;1.0;7200000.0;6300000.0
7382;17/18;Néstor Araujo;15.65606019136176;14.739769459487606;188.0;26;Defender;right;31.0;0.0;1.0;32.0;2555.0;0.0;0.0;2.0774999999999997;1.0;1.0;3.0;1.0;7.0;6300000.0;2520000.0
7383;16/17;Néstor Araujo;14.626440774180603;14.403297222866392;188.0;25;Defender;right;29.0;0.0;2.0;30.0;2590.0;0.0;0.0;1.3125;1.0;0.0;0.0;0.0;6.0;2250000.0;1800000.0
7392;19/20;Oghenekaro Etebo;15.096444403426338;15.319587954740548;174.0;24;Midfielder;right;22.0;0.0;0.0;24.0;1257.0;0.0;0.0;1.48;0.0;0.0;5.0;9.0;3.0;3600000.0;4500000.0
7393;18/19;Oghenekaro Etebo;15.319587954740548;15.65606019136176;174.0;23;Midfielder;right;37.0;1.0;2.0;40.0;2821.0;0.0;0.0;1.53;1.0;0.0;8.0;5.0;7.0;4500000.0;6300000.0
7394;17/18;Oghenekaro Etebo;14.115615150414612;14.403297222866392;174.0;22;Midfielder;right;34.0;2.0;4.0;34.0;2968.0;0.0;0.0;0.98;0.0;0.0;5.0;1.0;8.0;1350000.0;1800000.0
7395;16/17;Oghenekaro Etebo;13.710150042306449;12.323855681186558;174.0;21;Midfielder;right;28.0;3.0;4.0;28.0;2323.0;0.0;1.0;1.4766666666666666;0.0;0.0;5.0;3.0;2.0;900000.0;225000.0
7400;19/20;Oier;13.658856747918897;13.892471599100402;178.0;33;Midfielder;right;20.0;0.0;2.0;21.0;1663.0;0.0;0.0;1.45;0.0;1.0;6.0;0.0;8.0;855000.0;1080000.0
7401;18/19;Oier;13.892471599100402;13.892471599100402;178.0;32;Midfielder;right;37.0;0.0;3.0;39.0;3230.0;0.0;0.0;2.03;0.0;0.0;1.0;1.0;13.0;1080000.0;1080000.0
7402;17/18;Oier;13.892471599100402;13.892471599100402;178.0;31;Midfielder;right;41.0;0.0;2.0;41.0;3580.0;0.0;0.0;1.52;0.0;1.0;2.0;0.0;12.0;1080000.0;1080000.0
7403;16/17;Oier;14.297936707208567;14.403297222866392;178.0;30;Midfielder;right;38.0;2.0;0.0;38.0;3260.0;0.0;0.0;0.5549999999999999;1.0;0.0;1.0;1.0;12.0;1620000.0;1800000.0
7408;19/20;Okay Yokuslu;15.501909511534503;15.725053062848712;191.0;26;Midfielder;right;16.0;1.0;0.0;23.0;1364.0;0.0;0.0;1.06;0.0;0.0;3.0;0.0;3.0;5400000.0;6750000.0
7409;18/19;Okay Yokuslu;16.195056692094447;16.012735135300492;191.0;25;Midfielder;right;32.0;0.0;2.0;36.0;2349.0;0.0;0.0;0.9;0.0;0.0;12.0;4.0;10.0;10800000.0;9000000.0
7410;17/18;Okay Yokuslu;15.725053062848712;15.501909511534503;191.0;24;Midfielder;right;33.0;3.0;2.0;33.0;2912.0;1.0;0.0;1.415;1.0;0.0;2.0;0.0;9.0;6750000.0;5400000.0
7411;16/17;Okay Yokuslu;15.214227439082721;15.031905882288767;191.0;23;Midfielder;right;37.0;4.0;5.0;37.0;2834.0;0.0;0.0;1.77;0.0;0.0;7.0;5.0;12.0;4050000.0;3375000.0
7412;19/20;Ola Aina;15.789591583986283;16.012735135300492;184.0;23;Defender;right;25.0;2.0;0.0;29.0;1728.0;0.0;0.0;1.01;0.0;0.0;6.0;8.0;7.0;7200000.0;9000000.0
7413;18/19;Ola Aina;16.012735135300492;15.850216205802719;184.0;22;Defender;right;32.0;3.0;1.0;34.0;2265.0;0.0;0.0;1.565;1.0;0.0;7.0;9.0;6.0;9000000.0;7650000.0
7414;17/18;Ola Aina;15.096444403426338;14.115615150414612;184.0;21;Defender;right;46.0;3.0;1.0;48.0;4003.0;0.0;0.0;2.045;0.0;0.0;1.0;2.0;4.0;3600000.0;1350000.0
7415;16/17;Ola Aina;13.710150042306449;13.710150042306449;184.0;20;Defender;right;10.0;0.0;0.0;19.0;590.0;0.0;0.0;2.3;0.0;0.0;2.0;4.0;0.0;900000.0;900000.0
7416;19/20;Oleksandr Zinchenko;16.888203872654394;17.111347423968603;175.0;23;Defender;left;18.0;0.0;1.0;23.0;1410.0;0.0;0.0;2.766;0.0;1.0;1.0;3.0;0.0;21600000.0;27000000.0
7417;18/19;Oleksandr Zinchenko;16.70588231586044;16.41820024340866;175.0;22;Defender;left;29.0;5.0;1.0;37.0;2339.0;0.0;0.0;2.9;0.0;0.0;4.0;2.0;2.0;18000000.0;13500000.0
7418;17/18;Oleksandr Zinchenko;15.65606019136176;15.501909511534503;175.0;21;Defender;left;14.0;0.0;0.0;32.0;1104.0;0.0;0.0;2.25;0.0;0.0;5.0;2.0;1.0;6300000.0;5400000.0
7419;16/17;Oleksandr Zinchenko;15.214227439082721;15.214227439082721;175.0;20;Defender;left;24.0;13.0;0.0;38.0;1291.0;0.0;0.0;1.355;0.0;0.0;6.0;11.0;0.0;4050000.0;4050000.0
7448;19/20;Olivier Giroud;15.65606019136176;15.907374619642667;193.0;33;Forward;left;13.0;0.0;3.0;25.0;684.0;0.0;0.0;1.1400000000000001;0.0;0.0;8.0;5.0;1.0;6300000.0;8100000.0
7449;18/19;Olivier Giroud;16.41820024340866;16.41820024340866;193.0;32;Forward;left;45.0;10.0;13.0;56.0;2186.0;0.0;0.0;2.4175;0.0;0.0;7.0;24.0;1.0;13500000.0;13500000.0
7450;17/18;Olivier Giroud;16.600521800202614;16.70588231586044;193.0;31;Forward;left;44.0;3.0;12.0;47.0;2187.0;0.0;2.0;2.0300000000000002;0.0;0.0;9.0;24.0;1.0;16200000.0;18000000.0
7451;16/17;Olivier Giroud;16.801192495664765;16.929025867174648;193.0;30;Forward;left;40.0;7.0;16.0;43.0;1780.0;0.0;1.0;2.29;0.0;1.0;10.0;23.0;2.0;19800000.0;22500000.0
7452;19/20;Omar Colley;15.414898134544874;15.65606019136176;191.0;27;Defender;left;22.0;1.0;0.0;25.0;1980.0;0.0;0.0;1.975;0.0;0.0;0.0;0.0;9.0;4950000.0;6300000.0
7453;18/19;Omar Colley;15.789591583986283;15.319587954740548;191.0;26;Defender;left;23.0;0.0;0.0;40.0;1975.0;0.0;0.0;2.24;0.0;1.0;2.0;0.0;0.0;7200000.0;4500000.0
7454;17/18;Omar Colley;15.319587954740548;15.214227439082721;191.0;25;Defender;left;43.0;0.0;1.0;44.0;3960.0;0.0;0.0;1.985;0.0;0.0;0.0;0.0;10.0;4500000.0;4050000.0
7455;16/17;Omar Colley;14.808762330974558;14.403297222866392;191.0;24;Defender;left;52.0;0.0;4.0;55.0;4688.0;1.0;0.0;1.8816666666666666;0.0;1.0;3.0;0.0;5.0;2700000.0;1800000.0
7464;19/20;Ondrej Duda;16.061525299469924;16.275099399767985;181.0;25;Midfielder;right;18.0;3.0;1.0;25.0;1338.0;0.0;1.0;1.542;0.0;0.0;10.0;2.0;3.0;9450000.0;11700000.0
7465;18/19;Ondrej Duda;16.543363386362664;16.41820024340866;181.0;24;Midfielder;right;35.0;7.0;11.0;36.0;2865.0;0.0;0.0;1.625;0.0;0.0;15.0;2.0;8.0;15300000.0;13500000.0
7466;17/18;Ondrej Duda;14.808762330974558;14.808762330974558;181.0;23;Midfielder;right;24.0;0.0;1.0;34.0;1117.0;0.0;0.0;0.9525;0.0;0.0;11.0;11.0;5.0;2700000.0;2700000.0
7467;16/17;Ondrej Duda;14.962913010801817;15.096444403426338;181.0;22;Midfielder;right;5.0;0.0;0.0;10.0;144.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0;3150000.0;3600000.0
7472;19/20;Opa Nguette;14.739769459487606;14.962913010801817;182.0;25;Forward;right;28.0;2.0;5.0;30.0;1933.0;0.0;0.0;0.42333333333333334;0.0;0.0;21.0;4.0;1.0;2520000.0;3150000.0
7473;18/19;Opa Nguette;14.403297222866392;14.115615150414612;182.0;24;Forward;right;36.0;2.0;7.0;38.0;2575.0;0.0;1.0;2.2466666666666666;1.0;1.0;19.0;3.0;1.0;1800000.0;1350000.0
7474;17/18;Opa Nguette;14.403297222866392;14.403297222866392;182.0;23;Forward;right;20.0;0.0;0.0;27.0;1207.0;0.0;0.0;1.6366666666666667;0.0;0.0;6.0;7.0;3.0;1800000.0;1800000.0
7475;16/17;Opa Nguette;14.403297222866392;13.933293593620657;182.0;22;Forward;right;37.0;3.0;3.0;38.0;2504.0;0.0;0.0;1.0599999999999998;0.0;0.0;19.0;9.0;4.0;1800000.0;1125000.0
7480;19/20;Oriol Romeu;15.789591583986283;16.012735135300492;183.0;28;Midfielder;right;28.0;0.0;0.0;36.0;1847.0;0.0;0.0;1.205;0.0;0.0;3.0;9.0;6.0;7200000.0;9000000.0
7481;18/19;Oriol Romeu;16.012735135300492;16.195056692094447;183.0;27;Midfielder;right;33.0;0.0;1.0;37.0;2328.0;0.0;0.0;1.3766666666666667;0.0;0.0;11.0;6.0;11.0;9000000.0;10800000.0
7482;17/18;Oriol Romeu;16.195056692094447;16.195056692094447;183.0;26;Midfielder;right;40.0;0.0;1.0;43.0;3276.0;0.0;0.0;1.1133333333333333;0.0;0.0;6.0;2.0;13.0;10800000.0;10800000.0
7483;16/17;Oriol Romeu;16.012735135300492;15.65606019136176;183.0;25;Midfielder;right;46.0;1.0;1.0;47.0;3866.0;0.0;0.0;1.6175;0.0;0.0;2.0;3.0;13.0;9000000.0;6300000.0
7484;19/20;Oscar Melendo;15.501909511534503;15.725053062848712;167.0;22;Forward;left;25.0;3.0;2.0;37.0;1493.0;0.0;0.0;2.01;0.0;0.0;12.0;7.0;0.0;5400000.0;6750000.0
7485;18/19;Oscar Melendo;16.012735135300492;14.808762330974558;167.0;21;Forward;left;37.0;5.0;0.0;44.0;2350.0;0.0;0.0;1.37;0.0;0.0;19.0;11.0;4.0;9000000.0;2700000.0
7486;17/18;Oscar Melendo;13.710150042306449;13.199324418540456;167.0;20;Forward;left;23.0;2.0;1.0;31.0;839.0;0.0;0.0;1.3399999999999999;0.0;0.0;6.0;16.0;1.0;900000.0;540000.0
7487;16/17;Oscar Melendo;13.017002861746503;12.793859310432293;167.0;19;Forward;left;37.0;0.0;1.0;44.0;2579.0;0.0;0.0;0.86;0.0;0.0;7.0;10.0;2.0;450000.0;360000.0
7488;19/20;Oscar Wendt;13.892471599100402;14.115615150414612;181.0;34;Defender;left;23.0;4.0;2.0;32.0;1918.0;0.0;0.0;1.7299999999999998;0.0;0.0;4.0;2.0;3.0;1080000.0;1350000.0
7489;18/19;Oscar Wendt;14.403297222866392;14.403297222866392;181.0;33;Defender;left;34.0;2.0;1.0;36.0;2878.0;0.0;0.0;1.595;0.0;0.0;2.0;2.0;2.0;1800000.0;1800000.0
7490;17/18;Oscar Wendt;14.626440774180603;14.626440774180603;181.0;32;Defender;left;31.0;1.0;1.0;31.0;2730.0;0.0;0.0;1.77;0.0;0.0;3.0;0.0;2.0;2250000.0;2250000.0
7491;16/17;Oscar Wendt;14.808762330974558;14.962913010801817;181.0;31;Defender;left;43.0;3.0;3.0;47.0;3693.0;0.0;0.0;1.7879999999999998;0.0;0.0;5.0;1.0;5.0;2700000.0;3150000.0
7496;19/20;Oumar Niasse;14.873300852112129;15.096444403426338;182.0;30;Forward;right;5.0;0.0;2.0;7.0;199.0;0.0;0.0;0.5;0.0;0.0;0.0;3.0;0.0;2880000.0;3600000.0
7497;18/19;Oumar Niasse;15.501909511534503;15.65606019136176;182.0;29;Forward;right;20.0;1.0;0.0;23.0;1115.0;0.0;0.0;1.14;0.0;0.0;11.0;7.0;0.0;5400000.0;6300000.0
7498;17/18;Oumar Niasse;15.789591583986283;15.789591583986283;182.0;28;Forward;right;27.0;4.0;12.0;35.0;1301.0;0.0;0.0;1.3975;0.0;0.0;6.0;15.0;2.0;7200000.0;7200000.0
7499;16/17;Oumar Niasse;15.907374619642667;15.907374619642667;182.0;27;Forward;right;25.0;1.0;12.0;25.0;1596.0;0.0;0.0;1.3679999999999999;1.0;0.0;9.0;6.0;3.0;8100000.0;8100000.0
7504;19/20;Ousmane Dembélé;17.7355017330416;17.958645284355807;178.0;22;Forward;both;9.0;0.0;1.0;9.0;492.0;0.0;0.0;2.45;1.0;0.0;2.0;4.0;2.0;50400000.0;63000000.0
7505;18/19;Ousmane Dembélé;18.31532022829454;18.497641785088494;178.0;21;Forward;both;42.0;9.0;14.0;46.0;2503.0;0.0;0.0;2.4699999999999998;0.0;0.0;26.0;12.0;1.0;90000000.0;108000000.0
7506;17/18;Ousmane Dembélé;18.09217667698033;18.09217667698033;178.0;20;Forward;both;24.0;9.0;4.0;29.0;1250.0;0.0;0.0;1.67;0.0;0.0;12.0;9.0;2.0;72000000.0;72000000.0
7507;16/17;Ousmane Dembélé;17.20665760377293;17.04235455248165;178.0;19;Forward;both;49.0;21.0;10.0;50.0;3387.0;0.0;0.0;1.6275;0.0;0.0;21.0;12.0;11.0;29700000.0;25200000.0
7512;19/20;Pablo Chavarría;13.892471599100402;14.115615150414612;185.0;32;Forward;right;9.0;0.0;0.0;15.0;226.0;0.0;0.0;1.035;0.0;0.0;0.0;8.0;1.0;1080000.0;1350000.0
7513;18/19;Pablo Chavarría;14.626440774180603;14.808762330974558;185.0;31;Forward;right;32.0;3.0;5.0;32.0;2077.0;0.0;0.0;0.4666666666666666;0.0;0.0;11.0;9.0;3.0;2250000.0;2700000.0
7514;17/18;Pablo Chavarría;14.403297222866392;14.269765830241871;185.0;30;Forward;right;40.0;9.0;14.0;40.0;3255.0;0.0;1.0;1.91;0.0;0.0;13.0;3.0;6.0;1800000.0;1575000.0
7515;16/17;Pablo Chavarría;14.269765830241871;14.115615150414612;185.0;29;Forward;right;29.0;3.0;7.0;29.0;1904.0;0.0;1.0;0.5066666666666667;0.0;0.0;16.0;5.0;5.0;1575000.0;1350000.0
7516;19/20;Pablo de Blasis;14.04662227892766;14.297936707208567;165.0;32;Forward;right;24.0;4.0;3.0;29.0;1298.0;0.0;0.0;1.55;0.0;0.0;0.0;12.0;0.0;1260000.0;1620000.0
7517;18/19;Pablo de Blasis;14.403297222866392;14.403297222866392;165.0;31;Forward;right;27.0;0.0;2.0;36.0;1739.0;0.0;0.0;2.0525;1.0;0.0;2.0;9.0;3.0;1800000.0;1800000.0
7518;17/18;Pablo de Blasis;14.808762330974558;14.808762330974558;165.0;30;Forward;right;28.0;4.0;5.0;35.0;1871.0;0.0;3.0;2.12;0.0;0.0;9.0;6.0;2.0;2700000.0;2700000.0
7519;16/17;Pablo de Blasis;14.808762330974558;14.962913010801817;165.0;29;Forward;right;38.0;6.0;7.0;41.0;2299.0;0.0;1.0;1.42;0.0;0.0;12.0;14.0;5.0;2700000.0;3150000.0
7520;19/20;Pablo Fornals;16.48273876454623;16.70588231586044;178.0;24;Midfielder;right;30.0;5.0;3.0;31.0;1687.0;0.0;0.0;0.8333333333333334;0.0;0.0;10.0;12.0;2.0;14400000.0;18000000.0
7521;18/19;Pablo Fornals;16.929025867174648;17.111347423968603;178.0;23;Midfielder;right;50.0;6.0;5.0;52.0;3440.0;0.0;0.0;1.5133333333333334;0.0;0.0;13.0;12.0;5.0;22500000.0;27000000.0
7522;17/18;Pablo Fornals;16.929025867174648;16.929025867174648;178.0;22;Midfielder;right;46.0;13.0;4.0;47.0;3337.0;0.0;0.0;1.5666666666666667;0.0;0.0;15.0;8.0;5.0;22500000.0;22500000.0
7523;16/17;Pablo Fornals;16.012735135300492;15.319587954740548;178.0;21;Midfielder;right;34.0;3.0;6.0;37.0;2853.0;0.0;0.0;0.64;0.0;0.0;8.0;1.0;6.0;9000000.0;4500000.0
7524;19/20;Pablo Hervías;13.279367126213993;13.487006490992238;174.0;27;Forward;right;16.0;0.0;1.0;24.0;613.0;0.0;0.0;1.215;0.0;0.0;6.0;10.0;0.0;585000.0;720000.0
7525;18/19;Pablo Hervías;13.353475098367715;13.487006490992238;174.0;26;Forward;right;8.0;1.0;0.0;15.0;475.0;0.0;0.0;0.61;0.0;0.0;4.0;2.0;1.0;630000.0;720000.0
7526;17/18;Pablo Hervías;13.487006490992238;13.199324418540456;174.0;25;Forward;right;44.0;7.0;6.0;50.0;2831.0;0.0;2.0;1.4033333333333333;0.0;0.0;25.0;11.0;4.0;720000.0;540000.0
7527;16/17;Pablo Hervías;13.017002861746503;13.017002861746503;174.0;24;Forward;right;41.0;8.0;2.0;41.0;3068.0;0.0;0.0;0.5;0.0;0.0;14.0;7.0;3.0;450000.0;450000.0
7532;19/20;Pablo Martinez;14.626440774180603;14.873300852112129;182.0;31;Defender;left;28.0;1.0;2.0;28.0;2478.0;0.0;0.0;1.3333333333333333;0.0;1.0;0.0;1.0;3.0;2250000.0;2880000.0
7533;18/19;Pablo Martinez;14.962913010801817;14.626440774180603;182.0;30;Defender;left;38.0;2.0;3.0;39.0;3419.0;0.0;0.0;1.47;0.0;0.0;3.0;0.0;7.0;3150000.0;2250000.0
7534;17/18;Pablo Martinez;13.487006490992238;13.487006490992238;182.0;29;Defender;left;25.0;1.0;0.0;31.0;2235.0;0.0;0.0;0.375;0.0;0.0;1.0;0.0;4.0;720000.0;720000.0
7535;16/17;Pablo Martinez;13.487006490992238;13.487006490992238;182.0;28;Defender;left;13.0;0.0;0.0;35.0;911.0;0.0;0.0;1.26;0.0;0.0;5.0;3.0;4.0;720000.0;720000.0
7536;19/20;Pablo Marí;15.278765960220293;15.501909511534503;193.0;26;Defender;left;6.0;0.0;0.0;6.0;480.0;0.0;0.0;1.875;0.0;0.0;2.0;0.0;1.0;4320000.0;5400000.0
7537;18/19;Pablo Marí;13.487006490992238;13.353475098367715;193.0;25;Defender;left;38.0;0.0;2.0;41.0;3257.0;0.0;0.0;0.77;0.0;1.0;1.0;2.0;9.0;720000.0;630000.0
7538;17/18;Pablo Marí;13.422467969854667;13.422467969854667;193.0;24;Defender;left;32.0;0.0;3.0;32.0;2762.0;1.0;0.0;0.515;0.0;0.0;1.0;1.0;9.0;675000.0;675000.0
7539;16/17;Pablo Marí;12.793859310432293;13.017002861746503;193.0;23;Defender;left;9.0;0.0;0.0;23.0;592.0;0.0;0.0;1.315;0.0;0.0;1.0;2.0;3.0;360000.0;450000.0
7540;19/20;Pablo Sarabia;17.04235455248165;17.26549810379586;178.0;28;Forward;left;36.0;8.0;14.0;42.0;2227.0;0.0;0.0;2.782;0.0;0.0;11.0;11.0;2.0;25200000.0;31500000.0
7541;18/19;Pablo Sarabia;17.399029496420383;17.399029496420383;178.0;27;Forward;left;52.0;17.0;23.0;55.0;3729.0;0.0;2.0;1.6760000000000002;0.0;1.0;15.0;10.0;10.0;36000000.0;36000000.0
7542;17/18;Pablo Sarabia;16.70588231586044;16.70588231586044;178.0;26;Forward;left;53.0;9.0;9.0;54.0;3753.0;0.0;1.0;1.5699999999999998;0.0;1.0;15.0;11.0;9.0;18000000.0;18000000.0
7543;16/17;Pablo Sarabia;16.41820024340866;16.012735135300492;178.0;25;Forward;left;46.0;12.0;11.0;50.0;2809.0;0.0;1.0;1.2025000000000001;0.0;0.0;8.0;17.0;12.0;13500000.0;9000000.0
7544;19/20;Pablo Zabaleta;13.487006490992238;13.710150042306449;176.0;35;Defender;right;13.0;0.0;0.0;32.0;859.0;0.0;0.0;0.7000000000000001;0.0;0.0;1.0;4.0;2.0;720000.0;900000.0
7545;18/19;Pablo Zabaleta;14.962913010801817;15.096444403426338;176.0;34;Defender;right;27.0;1.0;0.0;34.0;2181.0;0.0;0.0;2.19;0.0;0.0;3.0;3.0;4.0;3150000.0;3600000.0
7546;17/18;Pablo Zabaleta;15.319587954740548;15.319587954740548;176.0;33;Defender;right;39.0;1.0;0.0;40.0;3366.0;1.0;0.0;1.3199999999999998;0.0;0.0;3.0;1.0;9.0;4500000.0;4500000.0
7547;16/17;Pablo Zabaleta;15.65606019136176;15.789591583986283;176.0;32;Defender;right;32.0;2.0;2.0;47.0;2055.0;0.0;0.0;2.466;0.0;0.0;5.0;10.0;4.0;6300000.0;7200000.0
7552;19/20;Paco Alcácer;17.04235455248165;17.26549810379586;175.0;26;Forward;right;22.0;4.0;9.0;27.0;1341.0;0.0;0.0;1.8016666666666665;0.0;0.0;7.0;7.0;1.0;25200000.0;31500000.0
7553;18/19;Paco Alcácer;17.32106795495067;17.399029496420383;175.0;25;Forward;right;32.0;2.0;19.0;35.0;1664.0;0.0;1.0;1.25;0.0;0.0;9.0;17.0;1.0;33300000.0;36000000.0
7554;17/18;Paco Alcácer;16.41820024340866;16.41820024340866;175.0;24;Forward;right;23.0;4.0;7.0;43.0;992.0;0.0;0.0;1.655;0.0;0.0;7.0;12.0;0.0;13500000.0;13500000.0
7555;16/17;Paco Alcácer;16.600521800202614;16.70588231586044;175.0;23;Forward;right;28.0;4.0;8.0;56.0;1385.0;0.0;0.0;1.595;0.0;0.0;4.0;16.0;1.0;16200000.0;18000000.0
7556;19/20;Palko Dárdai;13.240146413060712;13.353475098367715;180.0;21;Forward;left;21.0;4.0;7.0;22.0;1595.0;0.0;0.0;1.71;0.0;0.0;10.0;1.0;0.0;562500.0;630000.0
7557;18/19;Palko Dárdai;13.710150042306449;13.710150042306449;180.0;20;Forward;left;21.0;2.0;3.0;37.0;1212.0;0.0;0.0;2.0500000000000003;0.0;0.0;3.0;7.0;1.0;900000.0;900000.0
7558;17/18;Palko Dárdai;13.199324418540456;12.100712129872347;180.0;19;Forward;left;26.0;3.0;10.0;30.0;1887.0;0.0;0.0;1.48;0.0;1.0;10.0;3.0;2.0;540000.0;180000.0
7559;16/17;Palko Dárdai;11.407564949312402;13.240146413060712;180.0;18;Forward;left;22.0;2.0;3.0;23.0;1217.0;0.0;0.0;1.69;1.0;0.0;12.0;8.0;0.0;90000.0;562500.0
7560;19/20;Panagiotis Retsos;15.789591583986283;15.907374619642667;186.0;21;Defender;right;7.0;0.0;0.0;29.0;285.0;0.0;0.0;2.5;0.0;0.0;1.0;5.0;1.0;7200000.0;8100000.0
7561;18/19;Panagiotis Retsos;16.275099399767985;16.41820024340866;186.0;20;Defender;right;1.0;0.0;0.0;3.0;31.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;11700000.0;13500000.0
7562;17/18;Panagiotis Retsos;16.600521800202614;16.600521800202614;186.0;19;Defender;right;34.0;3.0;1.0;40.0;2437.0;0.0;0.0;2.365;0.0;0.0;4.0;8.0;10.0;16200000.0;16200000.0
7563;16/17;Panagiotis Retsos;14.626440774180603;13.710150042306449;186.0;18;Defender;right;34.0;0.0;0.0;41.0;2712.0;0.0;0.0;2.1950000000000003;0.0;1.0;2.0;5.0;7.0;2250000.0;900000.0
7564;19/20;Panagiotis Tachtsidis;13.658856747918897;13.892471599100402;191.0;29;Midfielder;left;20.0;1.0;0.0;23.0;1509.0;0.0;0.0;1.79;0.0;1.0;4.0;2.0;4.0;855000.0;1080000.0
7565;18/19;Panagiotis Tachtsidis;13.892471599100402;13.487006490992238;191.0;28;Midfielder;left;17.0;3.0;0.0;18.0;1399.0;0.0;0.0;2.12;0.0;0.0;7.0;1.0;5.0;1080000.0;720000.0
7566;17/18;Panagiotis Tachtsidis;14.115615150414612;14.115615150414612;191.0;27;Midfielder;left;25.0;2.0;1.0;35.0;1786.0;0.0;0.0;1.5966666666666667;0.0;0.0;6.0;4.0;9.0;1350000.0;1350000.0
7567;16/17;Panagiotis Tachtsidis;14.403297222866392;14.403297222866392;191.0;26;Midfielder;left;26.0;6.0;0.0;36.0;2139.0;0.0;0.0;1.38;0.0;0.0;3.0;2.0;5.0;1800000.0;1800000.0
7572;19/20;Paolo Faragò;15.096444403426338;15.319587954740548;187.0;27;Defender;right;13.0;1.0;1.0;18.0;943.0;1.0;0.0;0.54;0.0;0.0;2.0;2.0;1.0;3600000.0;4500000.0
