;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
193;18/19;Adrián Embarba;15.096444403426338;14.962913010801817;173.0;27;Forward;left;36.0;6.0;5.0;37.0;2291.0;0.0;3.0;0.86;0.0;1.0;17.0;9.0;3.0;3600000.0;3150000.0
194;17/18;Adrián Embarba;14.626440774180603;14.626440774180603;173.0;26;Forward;left;42.0;13.0;8.0;43.0;3469.0;0.0;0.0;1.81;0.0;0.0;15.0;1.0;3.0;2250000.0;2250000.0
195;16/17;Adrián Embarba;14.115615150414612;14.115615150414612;173.0;25;Forward;left;33.0;4.0;7.0;35.0;2692.0;0.0;0.0;1.36;0.0;0.0;7.0;2.0;6.0;1350000.0;1350000.0
196;19/20;Adrián López;14.04662227892766;14.297936707208567;183.0;32;Forward;right;20.0;0.0;0.0;22.0;933.0;0.0;0.0;1.62;0.0;0.0;10.0;10.0;0.0;1260000.0;1620000.0
197;18/19;Adrián López;14.626440774180603;14.962913010801817;183.0;31;Forward;right;25.0;4.0;6.0;39.0;1143.0;0.0;0.0;2.4;0.0;0.0;7.0;13.0;1.0;2250000.0;3150000.0
198;17/18;Adrián López;15.096444403426338;14.962913010801817;183.0;30;Forward;right;31.0;5.0;9.0;31.0;2374.0;0.0;0.0;1.815;0.0;0.0;6.0;5.0;1.0;3600000.0;3150000.0
199;16/17;Adrián López;14.962913010801817;14.962913010801817;183.0;29;Forward;right;26.0;1.0;2.0;27.0;1064.0;0.0;0.0;1.3833333333333335;0.0;0.0;9.0;16.0;0.0;3150000.0;3150000.0
200;19/20;Adrián Marín;13.279367126213993;13.487006490992238;181.0;23;Defender;left;5.0;0.0;0.0;9.0;428.0;0.0;0.0;0.25;0.0;0.0;1.0;0.0;0.0;585000.0;720000.0
201;18/19;Adrián Marín;13.487006490992238;13.487006490992238;181.0;22;Defender;left;7.0;0.0;0.0;16.0;369.0;0.0;0.0;0.75;0.0;0.0;1.0;4.0;3.0;720000.0;720000.0
202;17/18;Adrián Marín;13.710150042306449;13.710150042306449;181.0;21;Defender;left;8.0;0.0;0.0;19.0;665.0;0.0;0.0;1.61;0.0;0.0;2.0;1.0;2.0;900000.0;900000.0
203;16/17;Adrián Marín;13.710150042306449;13.710150042306449;181.0;20;Defender;left;14.0;0.0;0.0;16.0;1001.0;0.0;0.0;0.385;0.0;0.0;4.0;2.0;5.0;900000.0;900000.0
240;19/20;Akaki Gogia;13.710150042306449;13.933293593620657;178.0;28;Forward;both;3.0;0.0;0.0;5.0;120.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;900000.0;1125000.0
241;18/19;Akaki Gogia;13.933293593620657;13.710150042306449;178.0;27;Forward;both;31.0;5.0;6.0;37.0;1505.0;0.0;0.0;1.82;0.0;0.0;12.0;16.0;3.0;1125000.0;900000.0
242;17/18;Akaki Gogia;13.710150042306449;13.892471599100402;178.0;26;Forward;both;22.0;5.0;2.0;27.0;1471.0;0.0;0.0;1.23;0.0;0.0;8.0;5.0;6.0;900000.0;1080000.0
243;16/17;Akaki Gogia;13.972514306773938;13.710150042306449;178.0;25;Forward;both;24.0;2.0;10.0;25.0;1800.0;0.0;1.0;1.4300000000000002;0.0;0.0;11.0;2.0;5.0;1170000.0;900000.0
244;19/20;Alaixys Romao;12.58621994565405;12.793859310432293;180.0;36;Midfielder;right;25.0;0.0;0.0;28.0;1961.0;0.0;0.0;1.705;0.0;2.0;5.0;1.0;7.0;292500.0;360000.0
245;18/19;Alaixys Romao;13.017002861746503;13.487006490992238;180.0;35;Midfielder;right;37.0;2.0;0.0;37.0;3240.0;0.0;0.0;0.75;1.0;0.0;5.0;0.0;8.0;450000.0;720000.0
246;17/18;Alaixys Romao;13.487006490992238;13.487006490992238;180.0;34;Midfielder;right;36.0;2.0;3.0;38.0;3095.0;0.0;0.0;1.2825;0.0;0.0;7.0;0.0;15.0;720000.0;720000.0
247;16/17;Alaixys Romao;13.487006490992238;13.487006490992238;180.0;33;Midfielder;right;24.0;0.0;3.0;29.0;1581.0;0.0;0.0;1.9000000000000001;0.0;0.0;5.0;6.0;5.0;720000.0;720000.0
248;19/20;Alan Empereur;12.793859310432293;13.017002861746503;186.0;26;Defender;left;4.0;0.0;1.0;23.0;344.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;1.0;360000.0;450000.0
249;18/19;Alan Empereur;13.017002861746503;12.323855681186558;186.0;25;Defender;left;24.0;2.0;1.0;34.0;1895.0;0.0;0.0;2.0466666666666664;1.0;0.0;1.0;3.0;4.0;450000.0;225000.0
250;17/18;Alan Empereur;12.323855681186558;12.323855681186558;186.0;24;Defender;left;14.0;0.0;0.0;27.0;781.0;0.0;0.0;0.7666666666666666;1.0;0.0;2.0;5.0;2.0;225000.0;225000.0
251;16/17;Alan Empereur;12.323855681186558;12.419165860990882;186.0;23;Defender;left;17.0;1.0;0.0;24.0;1496.0;0.0;0.0;1.6666666666666667;0.0;2.0;0.0;0.0;3.0;225000.0;247500.0
252;19/20;Alassane Plea;16.888203872654394;17.111347423968603;181.0;27;Forward;right;28.0;8.0;8.0;28.0;2024.0;0.0;0.0;2.0733333333333337;0.0;1.0;10.0;4.0;1.0;21600000.0;27000000.0
253;18/19;Alassane Plea;17.111347423968603;17.347736202032834;181.0;26;Forward;right;35.0;4.0;15.0;35.0;2569.0;0.0;0.0;2.355;0.0;0.0;12.0;6.0;2.0;27000000.0;34200000.0
254;17/18;Alassane Plea;16.600521800202614;16.41820024340866;181.0;25;Forward;right;49.0;7.0;21.0;49.0;4083.0;0.0;1.0;0.9279999999999999;0.0;1.0;6.0;3.0;8.0;16200000.0;13500000.0
255;16/17;Alassane Plea;16.195056692094447;16.195056692094447;181.0;24;Forward;right;32.0;3.0;14.0;32.0;2328.0;0.0;1.0;0.68;0.0;0.0;14.0;5.0;1.0;10800000.0;10800000.0
264;19/20;Alberto Cerri;14.962913010801817;15.214227439082721;194.0;24;Forward;right;13.0;1.0;2.0;24.0;409.0;0.0;0.0;1.385;0.0;0.0;2.0;10.0;1.0;3150000.0;4050000.0
265;18/19;Alberto Cerri;15.501909511534503;15.58195221920804;194.0;23;Forward;right;17.0;0.0;1.0;32.0;760.0;0.0;0.0;1.865;0.0;0.0;5.0;9.0;2.0;5400000.0;5850000.0
266;17/18;Alberto Cerri;15.725053062848712;14.703401815316731;194.0;22;Forward;right;37.0;13.0;19.0;38.0;2748.0;0.0;3.0;1.14;0.0;1.0;8.0;6.0;6.0;6750000.0;2430000.0
267;16/17;Alberto Cerri;14.626440774180603;14.498607402670718;194.0;21;Forward;right;30.0;3.0;4.0;39.0;1489.0;0.0;0.0;1.1233333333333333;0.0;0.0;8.0;14.0;3.0;2250000.0;1980000.0
268;19/20;Alberto Grassi;15.414898134544874;15.65606019136176;183.0;25;Midfielder;right;13.0;0.0;1.0;17.0;488.0;0.0;0.0;2.335;0.0;0.0;3.0;9.0;5.0;4950000.0;6300000.0
269;18/19;Alberto Grassi;15.65606019136176;15.65606019136176;183.0;24;Midfielder;right;7.0;0.0;0.0;9.0;462.0;0.0;0.0;1.57;0.0;0.0;2.0;2.0;0.0;6300000.0;6300000.0
270;17/18;Alberto Grassi;15.65606019136176;14.962913010801817;183.0;23;Midfielder;right;28.0;0.0;3.0;32.0;2261.0;0.0;0.0;1.04;0.0;0.0;9.0;2.0;3.0;6300000.0;3150000.0
271;16/17;Alberto Grassi;14.873300852112129;14.962913010801817;183.0;22;Midfielder;right;20.0;0.0;2.0;40.0;821.0;0.0;0.0;1.6949999999999998;0.0;0.0;5.0;14.0;3.0;2880000.0;3150000.0
272;19/20;Alberto Moreno;15.501909511534503;15.725053062848712;171.0;27;Defender;left;10.0;0.0;0.0;11.0;804.0;0.0;0.0;2.165;0.0;0.0;3.0;1.0;2.0;5400000.0;6750000.0
273;18/19;Alberto Moreno;15.907374619642667;15.907374619642667;171.0;26;Defender;left;5.0;0.0;0.0;26.0;344.0;0.0;0.0;1.5;0.0;0.0;1.0;1.0;0.0;8100000.0;8100000.0
274;17/18;Alberto Moreno;16.012735135300492;16.195056692094447;171.0;25;Defender;left;27.0;3.0;0.0;42.0;2097.0;0.0;0.0;1.6724999999999999;0.0;0.0;2.0;3.0;3.0;9000000.0;10800000.0
275;16/17;Alberto Moreno;16.012735135300492;16.012735135300492;171.0;24;Defender;left;18.0;1.0;0.0;47.0;835.0;0.0;0.0;2.0;0.0;0.0;0.0;10.0;2.0;9000000.0;9000000.0
276;19/20;Alberto Paloschi;13.892471599100402;14.115615150414612;183.0;30;Forward;right;16.0;3.0;1.0;28.0;804.0;0.0;0.0;0.8533333333333334;0.0;0.0;5.0;7.0;0.0;1080000.0;1350000.0
277;18/19;Alberto Paloschi;14.403297222866392;14.808762330974558;183.0;29;Forward;right;25.0;0.0;2.0;39.0;959.0;0.0;0.0;1.1;0.0;0.0;3.0;16.0;3.0;1800000.0;2700000.0
278;17/18;Alberto Paloschi;14.962913010801817;14.962913010801817;183.0;28;Forward;right;37.0;1.0;7.0;40.0;2279.0;0.0;0.0;1.97;0.0;0.0;18.0;11.0;2.0;3150000.0;3150000.0
279;16/17;Alberto Paloschi;15.096444403426338;15.319587954740548;183.0;27;Forward;right;14.0;0.0;0.0;34.0;499.0;0.0;0.0;2.19;0.0;0.0;2.0;9.0;0.0;3600000.0;4500000.0
280;19/20;Albian Ajeti;15.278765960220293;15.501909511534503;183.0;23;Forward;right;14.0;2.0;2.0;29.0;665.0;0.0;0.0;1.25;0.0;0.0;1.0;8.0;1.0;4320000.0;5400000.0
281;18/19;Albian Ajeti;15.65606019136176;15.65606019136176;183.0;22;Forward;right;43.0;11.0;21.0;46.0;3240.0;0.0;0.0;1.7725;0.0;0.0;18.0;8.0;8.0;6300000.0;6300000.0
282;17/18;Albian Ajeti;15.319587954740548;14.888805038648094;183.0;21;Forward;right;37.0;5.0;17.0;45.0;2530.0;0.0;0.0;2.15;0.0;0.0;21.0;8.0;4.0;4500000.0;2925000.0
283;16/17;Albian Ajeti;14.115615150414612;14.115615150414612;183.0;20;Forward;right;31.0;4.0;11.0;32.0;2238.0;0.0;0.0;0.4033333333333333;0.0;0.0;7.0;7.0;7.0;1350000.0;1350000.0
284;19/20;Albin Ekdal;14.873300852112129;15.096444403426338;186.0;30;Midfielder;right;24.0;3.0;0.0;24.0;1675.0;0.0;0.0;2.065;0.0;0.0;3.0;6.0;5.0;2880000.0;3600000.0
285;18/19;Albin Ekdal;15.319587954740548;15.319587954740548;186.0;29;Midfielder;right;33.0;0.0;0.0;37.0;2771.0;0.0;0.0;0.69;0.0;0.0;8.0;2.0;6.0;4500000.0;4500000.0
286;17/18;Albin Ekdal;14.626440774180603;14.808762330974558;186.0;28;Midfielder;right;19.0;1.0;0.0;19.0;1108.0;0.0;0.0;1.26;0.0;0.0;9.0;7.0;3.0;2250000.0;2700000.0
287;16/17;Albin Ekdal;14.626440774180603;14.808762330974558;186.0;27;Midfielder;right;23.0;1.0;1.0;25.0;1423.0;0.0;0.0;1.4649999999999999;0.0;1.0;4.0;8.0;2.0;2250000.0;2700000.0
288;19/20;Aleix Febas;14.739769459487606;14.962913010801817;172.0;24;Midfielder;right;26.0;3.0;2.0;30.0;1669.0;0.0;0.0;1.455;0.0;0.0;14.0;5.0;4.0;2520000.0;3150000.0
289;18/19;Aleix Febas;15.096444403426338;13.710150042306449;172.0;23;Midfielder;right;40.0;3.0;3.0;42.0;3329.0;0.0;0.0;1.63;0.0;0.0;21.0;0.0;8.0;3600000.0;900000.0
290;17/18;Aleix Febas;13.017002861746503;13.017002861746503;172.0;22;Midfielder;right;43.0;2.0;2.0;44.0;2706.0;0.0;0.0;1.2233333333333334;0.0;0.0;16.0;13.0;4.0;450000.0;450000.0
291;16/17;Aleix Febas;12.793859310432293;12.793859310432293;172.0;21;Midfielder;right;36.0;6.0;3.0;36.0;2970.0;0.0;0.0;1.31;1.0;1.0;5.0;2.0;6.0;360000.0;360000.0
292;19/20;Aleix Vidal;14.962913010801817;15.214227439082721;177.0;30;Forward;right;25.0;5.0;2.0;25.0;1996.0;0.0;0.0;1.2;0.0;0.0;11.0;2.0;6.0;3150000.0;4050000.0
293;18/19;Aleix Vidal;15.096444403426338;15.319587954740548;177.0;29;Forward;right;21.0;3.0;0.0;34.0;1298.0;0.0;0.0;1.518;0.0;0.0;5.0;7.0;4.0;3600000.0;4500000.0
294;17/18;Aleix Vidal;15.725053062848712;15.725053062848712;177.0;28;Forward;right;25.0;3.0;2.0;36.0;1031.0;0.0;0.0;1.775;0.0;0.0;8.0;14.0;1.0;6750000.0;6750000.0
295;16/17;Aleix Vidal;15.725053062848712;15.725053062848712;177.0;27;Forward;right;12.0;5.0;2.0;19.0;886.0;0.0;0.0;2.6675;0.0;0.0;0.0;3.0;1.0;6750000.0;6750000.0
296;19/20;Alejandro Pozo;15.214227439082721;15.319587954740548;174.0;21;Forward;right;19.0;2.0;0.0;20.0;1267.0;0.0;0.0;1.616;0.0;0.0;2.0;6.0;1.0;4050000.0;4500000.0
297;18/19;Alejandro Pozo;14.626440774180603;14.403297222866392;174.0;20;Forward;right;31.0;1.0;4.0;34.0;1548.0;0.0;0.0;0.915;0.0;0.0;6.0;17.0;6.0;2250000.0;1800000.0
298;17/18;Alejandro Pozo;14.403297222866392;14.403297222866392;174.0;19;Forward;right;36.0;2.0;2.0;38.0;2495.0;0.0;0.0;0.78;1.0;0.0;8.0;8.0;2.0;1800000.0;1800000.0
299;16/17;Alejandro Pozo;14.403297222866392;13.487006490992238;174.0;18;Forward;right;41.0;6.0;3.0;46.0;2453.0;0.0;0.0;1.305;0.0;0.0;18.0;14.0;3.0;1800000.0;720000.0
304;19/20;Aleksandar Dragovic;15.358808667893829;15.58195221920804;186.0;29;Defender;right;17.0;0.0;0.0;36.0;1017.0;0.0;0.0;2.2775;0.0;1.0;1.0;7.0;2.0;4680000.0;5850000.0
305;18/19;Aleksandar Dragovic;15.907374619642667;15.907374619642667;186.0;28;Defender;right;28.0;1.0;2.0;45.0;2024.0;0.0;0.0;1.7733333333333334;0.0;0.0;4.0;6.0;8.0;8100000.0;8100000.0
306;17/18;Aleksandar Dragovic;16.012735135300492;16.012735135300492;186.0;27;Defender;right;18.0;0.0;0.0;39.0;1401.0;0.0;0.0;1.6179999999999999;0.0;0.0;2.0;5.0;2.0;9000000.0;9000000.0
307;16/17;Aleksandar Dragovic;16.195056692094447;16.41820024340866;186.0;26;Defender;right;28.0;2.0;0.0;43.0;2052.0;0.0;0.0;1.73;0.0;0.0;4.0;4.0;4.0;10800000.0;13500000.0
308;19/20;Aleksandar Kolarov;15.58195221920804;15.789591583986283;187.0;34;Defender;left;32.0;5.0;6.0;35.0;2680.0;0.0;2.0;1.68;0.0;0.0;1.0;2.0;7.0;5850000.0;7200000.0
309;18/19;Aleksandar Kolarov;15.789591583986283;16.195056692094447;187.0;33;Defender;left;43.0;2.0;9.0;43.0;3747.0;0.0;3.0;1.5766666666666669;0.0;1.0;1.0;2.0;6.0;7200000.0;10800000.0
310;17/18;Aleksandar Kolarov;16.195056692094447;16.012735135300492;187.0;32;Defender;left;47.0;13.0;3.0;49.0;4141.0;0.0;0.0;1.805;0.0;0.0;2.0;1.0;4.0;10800000.0;9000000.0
311;16/17;Aleksandar Kolarov;16.012735135300492;16.108045315104818;187.0;31;Defender;left;40.0;3.0;1.0;52.0;3480.0;1.0;0.0;1.7;0.0;0.0;2.0;3.0;9.0;9000000.0;9900000.0
312;19/20;Aleksandar Sedlar;13.279367126213993;13.487006490992238;180.0;28;Defender;-;7.0;0.0;0.0;14.0;436.0;0.0;0.0;1.45;0.0;0.0;1.0;2.0;2.0;585000.0;720000.0
313;18/19;Aleksandar Sedlar;13.604789526648622;12.793859310432293;180.0;27;Defender;-;31.0;0.0;6.0;33.0;2790.0;0.0;5.0;2.5149999999999997;0.0;0.0;0.0;0.0;4.0;810000.0;360000.0
314;17/18;Aleksandar Sedlar;12.66032791780777;12.66032791780777;180.0;26;Defender;-;24.0;0.0;1.0;27.0;2066.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;9.0;315000.0;315000.0
315;16/17;Aleksandar Sedlar;12.66032791780777;12.66032791780777;180.0;25;Defender;-;33.0;0.0;3.0;36.0;2754.0;0.0;0.0;0.7533333333333333;0.0;2.0;2.0;2.0;8.0;315000.0;315000.0
316;19/20;Aleksandar Trajkovski;13.892471599100402;14.115615150414612;179.0;27;Forward;both;10.0;0.0;0.0;14.0;318.0;0.0;0.0;1.5;0.0;0.0;1.0;8.0;1.0;1080000.0;1350000.0
317;18/19;Aleksandar Trajkovski;14.403297222866392;14.297936707208567;179.0;26;Forward;both;36.0;12.0;8.0;37.0;2790.0;0.0;0.0;1.5899999999999999;1.0;0.0;8.0;5.0;1.0;1800000.0;1620000.0
318;17/18;Aleksandar Trajkovski;13.487006490992238;13.487006490992238;179.0;25;Forward;both;33.0;3.0;7.0;44.0;1944.0;0.0;1.0;1.6266666666666667;0.0;0.0;12.0;11.0;1.0;720000.0;720000.0
319;16/17;Aleksandar Trajkovski;13.604789526648622;13.710150042306449;179.0;24;Forward;both;11.0;0.0;1.0;22.0;438.0;0.0;0.0;0.91;0.0;0.0;4.0;6.0;1.0;810000.0;900000.0
320;19/20;Aleksandr Golovin;16.70588231586044;16.929025867174648;180.0;23;Midfielder;right;30.0;4.0;3.0;30.0;2490.0;0.0;0.0;1.6466666666666665;0.0;1.0;9.0;2.0;5.0;18000000.0;22500000.0
321;18/19;Aleksandr Golovin;16.929025867174648;17.111347423968603;180.0;22;Midfielder;right;35.0;4.0;4.0;35.0;2674.0;0.0;0.0;0.315;1.0;0.0;15.0;3.0;7.0;22500000.0;27000000.0
322;17/18;Aleksandr Golovin;16.600521800202614;16.012735135300492;180.0;21;Midfielder;right;43.0;6.0;7.0;43.0;3639.0;0.0;0.0;1.492;0.0;0.0;8.0;2.0;13.0;16200000.0;9000000.0
323;16/17;Aleksandr Golovin;15.319587954740548;14.808762330974558;180.0;20;Midfielder;right;37.0;4.0;3.0;37.0;3046.0;0.0;0.0;0.8566666666666666;0.0;0.0;9.0;2.0;4.0;4500000.0;2700000.0
324;19/20;Ales Mateju;14.115615150414612;14.352003928478842;185.0;23;Defender;right;21.0;1.0;0.0;23.0;1761.0;0.0;0.0;0.275;0.0;1.0;2.0;2.0;5.0;1350000.0;1710000.0
325;18/19;Ales Mateju;14.240778293368619;14.240778293368619;185.0;22;Defender;right;23.0;0.0;0.0;28.0;1722.0;0.0;0.0;0.955;0.0;0.0;2.0;5.0;5.0;1530000.0;1530000.0
326;17/18;Ales Mateju;14.115615150414612;14.115615150414612;185.0;21;Defender;right;17.0;2.0;0.0;21.0;1223.0;0.0;0.0;2.013333333333333;0.0;0.0;3.0;4.0;1.0;1350000.0;1350000.0
327;16/17;Ales Mateju;13.933293593620657;13.933293593620657;185.0;20;Defender;right;26.0;2.0;1.0;33.0;1964.0;0.0;0.0;0.98;0.0;0.0;2.0;4.0;6.0;1125000.0;1125000.0
328;19/20;Alessandro Bastoni;17.160137588138035;17.26549810379586;190.0;21;Defender;left;17.0;0.0;1.0;32.0;1330.0;0.0;0.0;2.143333333333333;0.0;0.0;1.0;3.0;5.0;28350000.0;31500000.0
329;18/19;Alessandro Bastoni;16.41820024340866;16.41820024340866;190.0;20;Defender;left;24.0;0.0;1.0;33.0;1684.0;0.0;0.0;1.21;0.0;0.0;1.0;6.0;2.0;13500000.0;13500000.0
330;17/18;Alessandro Bastoni;14.626440774180603;14.626440774180603;190.0;19;Defender;left;16.0;0.0;1.0;36.0;1167.0;0.0;0.0;1.8125;0.0;0.0;0.0;4.0;3.0;2250000.0;2250000.0
331;16/17;Alessandro Bastoni;14.115615150414612;13.487006490992238;190.0;18;Defender;left;20.0;0.0;5.0;38.0;1654.0;0.0;0.0;1.3883333333333334;0.0;1.0;0.0;2.0;1.0;1350000.0;720000.0
336;19/20;Alessandro Deiola;13.658856747918897;13.892471599100402;190.0;24;Midfielder;right;10.0;1.0;1.0;26.0;774.0;0.0;0.0;1.4166666666666667;0.0;0.0;3.0;1.0;2.0;855000.0;1080000.0
337;18/19;Alessandro Deiola;13.892471599100402;13.892471599100402;190.0;23;Midfielder;right;20.0;1.0;0.0;36.0;988.0;0.0;0.0;1.5499999999999998;0.0;0.0;4.0;10.0;5.0;1080000.0;1080000.0
338;17/18;Alessandro Deiola;13.972514306773938;13.972514306773938;190.0;22;Midfielder;right;14.0;0.0;0.0;29.0;459.0;0.0;0.0;0.425;0.0;0.0;3.0;10.0;3.0;1170000.0;1170000.0
339;16/17;Alessandro Deiola;14.115615150414612;14.115615150414612;190.0;21;Midfielder;right;22.0;0.0;1.0;35.0;1156.0;0.0;0.0;1.9825;1.0;0.0;8.0;10.0;5.0;1350000.0;1350000.0
340;19/20;Alessandro Florenzi;16.48273876454623;16.70588231586044;173.0;29;Defender;right;23.0;1.0;0.0;31.0;1456.0;1.0;0.0;0.9366666666666666;1.0;0.0;11.0;5.0;6.0;14400000.0;18000000.0
341;18/19;Alessandro Florenzi;16.929025867174648;17.111347423968603;173.0;28;Defender;right;38.0;3.0;3.0;42.0;2891.0;0.0;0.0;1.11;0.0;1.0;8.0;7.0;5.0;22500000.0;27000000.0
342;17/18;Alessandro Florenzi;17.111347423968603;16.929025867174648;173.0;27;Defender;right;42.0;4.0;1.0;49.0;3095.0;0.0;0.0;1.9949999999999999;0.0;0.0;9.0;8.0;4.0;27000000.0;22500000.0
343;16/17;Alessandro Florenzi;16.70588231586044;16.70588231586044;173.0;26;Defender;right;13.0;3.0;1.0;13.0;955.0;0.0;0.0;1.593333333333333;0.0;0.0;5.0;3.0;3.0;18000000.0;18000000.0
360;19/20;Alessandro Tripaldelli;12.911642346088676;13.017002861746503;182.0;21;Defender;left;3.0;0.0;0.0;18.0;192.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;405000.0;450000.0
361;18/19;Alessandro Tripaldelli;13.017002861746503;12.100712129872347;182.0;20;Defender;left;8.0;0.0;2.0;24.0;537.0;0.0;0.0;1.11;0.0;0.0;3.0;2.0;0.0;450000.0;180000.0
362;17/18;Alessandro Tripaldelli;12.100712129872347;11.119882876860622;182.0;19;Defender;left;33.0;6.0;0.0;35.0;2912.0;0.0;0.0;0.91;1.0;0.0;2.0;1.0;4.0;180000.0;67500.0
363;16/17;Alessandro Tripaldelli;11.119882876860622;11.119882876860622;182.0;18;Defender;left;7.0;0.0;0.0;20.0;418.0;0.0;0.0;1.085;0.0;0.0;0.0;3.0;0.0;67500.0;67500.0
368;19/20;Alessio Romagnoli;17.293668980762558;17.516812532076766;188.0;25;Defender;left;29.0;0.0;0.0;29.0;2640.0;0.0;0.0;1.855;0.0;0.0;0.0;0.0;4.0;32400000.0;40500000.0
369;18/19;Alessio Romagnoli;17.622173047734595;17.622173047734595;188.0;24;Defender;left;41.0;0.0;2.0;41.0;3607.0;1.0;0.0;1.2974999999999999;1.0;0.0;1.0;1.0;10.0;45000000.0;45000000.0
370;17/18;Alessio Romagnoli;17.399029496420383;17.26549810379586;188.0;23;Defender;left;42.0;0.0;3.0;44.0;3598.0;0.0;0.0;2.0774999999999997;0.0;1.0;6.0;1.0;10.0;36000000.0;31500000.0
371;16/17;Alessio Romagnoli;16.929025867174648;16.929025867174648;188.0;22;Defender;left;29.0;1.0;1.0;30.0;2580.0;0.0;0.0;1.5933333333333335;0.0;1.0;1.0;0.0;5.0;22500000.0;22500000.0
372;19/20;Alex Ferrari;14.403297222866392;14.626440774180603;191.0;25;Defender;right;13.0;0.0;0.0;18.0;1050.0;0.0;0.0;0.585;0.0;0.0;2.0;1.0;4.0;1800000.0;2250000.0
373;18/19;Alex Ferrari;14.115615150414612;14.115615150414612;191.0;24;Defender;right;7.0;0.0;0.0;41.0;660.0;0.0;0.0;1.915;0.0;0.0;0.0;0.0;2.0;1350000.0;1350000.0
374;17/18;Alex Ferrari;14.115615150414612;14.115615150414612;191.0;23;Defender;right;27.0;0.0;1.0;28.0;2295.0;0.0;0.0;1.1099999999999999;0.0;0.0;4.0;0.0;5.0;1350000.0;1350000.0
375;16/17;Alex Ferrari;13.892471599100402;13.604789526648622;191.0;22;Defender;right;14.0;1.0;0.0;34.0;1219.0;0.0;0.0;0.885;0.0;1.0;0.0;0.0;3.0;1080000.0;810000.0
376;19/20;Alex Iwobi;16.948828494470828;17.175885945106174;183.0;24;Forward;right;22.0;1.0;2.0;26.0;1509.0;0.0;0.0;1.625;0.0;0.0;10.0;5.0;0.0;22950000.0;28800000.0
377;18/19;Alex Iwobi;16.929025867174648;16.929025867174648;183.0;23;Forward;right;51.0;9.0;6.0;54.0;2839.0;0.0;0.0;1.8325;0.0;0.0;21.0;19.0;0.0;22500000.0;22500000.0
378;17/18;Alex Iwobi;16.41820024340866;16.012735135300492;183.0;22;Forward;right;39.0;7.0;3.0;53.0;2645.0;0.0;0.0;1.6179999999999999;0.0;0.0;22.0;9.0;1.0;13500000.0;9000000.0
379;16/17;Alex Iwobi;16.012735135300492;16.012735135300492;183.0;21;Forward;right;39.0;8.0;4.0;51.0;2354.0;1.0;0.0;2.276;0.0;0.0;18.0;11.0;2.0;9000000.0;9000000.0
388;19/20;Alex Oxlade-Chamberlain;17.04235455248165;17.26549810379586;175.0;26;Midfielder;right;34.0;1.0;7.0;42.0;1843.0;0.0;0.0;2.165714285714286;0.0;0.0;20.0;13.0;1.0;25200000.0;31500000.0
389;18/19;Alex Oxlade-Chamberlain;17.26549810379586;17.399029496420383;175.0;25;Midfielder;right;4.0;0.0;0.0;6.0;105.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;31500000.0;36000000.0
390;17/18;Alex Oxlade-Chamberlain;17.399029496420383;17.111347423968603;175.0;24;Midfielder;right;46.0;8.0;5.0;50.0;2410.0;0.0;0.0;1.655;0.0;0.0;13.0;21.0;3.0;36000000.0;27000000.0
391;16/17;Alex Oxlade-Chamberlain;16.801192495664765;16.70588231586044;175.0;23;Midfielder;right;45.0;11.0;6.0;50.0;2568.0;0.0;0.0;2.0725;0.0;0.0;17.0;18.0;2.0;19800000.0;18000000.0
396;19/20;Alex Sandro;17.399029496420383;17.622173047734595;181.0;29;Defender;left;31.0;4.0;0.0;34.0;2700.0;0.0;0.0;1.6625;0.0;0.0;3.0;0.0;3.0;36000000.0;45000000.0
397;18/19;Alex Sandro;17.516812532076766;17.622173047734595;181.0;28;Defender;left;43.0;3.0;1.0;45.0;3322.0;1.0;0.0;2.1225;0.0;0.0;8.0;5.0;11.0;40500000.0;45000000.0
398;17/18;Alex Sandro;17.516812532076766;17.622173047734595;181.0;27;Defender;left;39.0;6.0;4.0;51.0;3280.0;1.0;0.0;1.8925;0.0;0.0;3.0;3.0;12.0;40500000.0;45000000.0
399;16/17;Alex Sandro;17.26549810379586;17.111347423968603;181.0;26;Defender;left;43.0;8.0;3.0;54.0;3416.0;1.0;0.0;1.69;0.0;0.0;1.0;6.0;7.0;31500000.0;27000000.0
400;19/20;Alexander Djiku;15.58195221920804;15.789591583986283;182.0;25;Defender;right;33.0;1.0;2.0;36.0;2737.0;0.0;0.0;1.9549999999999998;0.0;0.0;2.0;2.0;7.0;5850000.0;7200000.0
401;18/19;Alexander Djiku;15.789591583986283;15.789591583986283;182.0;24;Defender;right;35.0;0.0;1.0;37.0;3137.0;0.0;0.0;0.98;2.0;0.0;0.0;0.0;9.0;7200000.0;7200000.0
402;17/18;Alexander Djiku;15.789591583986283;15.65606019136176;182.0;23;Defender;right;33.0;0.0;0.0;33.0;3000.0;0.0;0.0;1.0833333333333333;0.0;0.0;0.0;0.0;11.0;7200000.0;6300000.0
